"Step","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_1","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_1__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_1__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_2","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_2__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_2__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_3","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_3__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_3__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_4","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_4__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_4__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_5","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_5__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_5__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_3","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_3__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_3__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_4","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_4__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_4__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_5","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_5__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_5__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_2","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_2__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_2__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_6","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_6__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/1_vs_6__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_6","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_6__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/0_vs_6__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_4","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_4__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_4__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_5","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_5__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_5__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_4","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_4__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_4__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_6","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_6__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_6__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/4_vs_5","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/4_vs_5__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/4_vs_5__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_5","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_5__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/3_vs_5__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/4_vs_6","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/4_vs_6__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/4_vs_6__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_6","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_6__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_6__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_3","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_3__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/2_vs_3__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/5_vs_6","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/5_vs_6__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail/5_vs_6__MAX"
"2000","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9812498092651367","0.9812498092651367","0.9812498092651367"
"4000","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9999998211860657","0.9999998211860657","0.9999998211860657","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946"
"6000","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9999998211860657","0.9999998211860657","0.9999998211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9999998211860657","0.9999998211860657","0.9999998211860657","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9999998211860657","0.9999998211860657","0.9999998211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9937497973442078","0.9937497973442078","0.9937497973442078"
"8000","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236"
"10000","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9312497973442078","0.9312497973442078","0.9312497973442078","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9749998450279236"
"12000","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367"
"14000","0.9312497973442078","0.9312497973442078","0.9312497973442078","0.8874998092651367","0.8874998092651367","0.8874998092651367","0.9062498211860657","0.9062498211860657","0.9062498211860657","0.9187498092651367","0.9187498092651367","0.9187498092651367","0.9062498211860657","0.9062498211860657","0.9062498211860657","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9374998211860657","0.9374998211860657","0.9374998211860657","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9312497973442078","0.9312497973442078","0.9312497973442078","0.9062498211860657","0.9062498211860657","0.9062498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9624997973442078","0.9624997973442078","0.9624997973442078"
"16000","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9374998211860657","0.9374998211860657","0.9374998211860657","0.9312497973442078","0.9312497973442078","0.9312497973442078","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9374998211860657","0.9374998211860657","0.9374998211860657","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9374998211860657","0.9374998211860657","0.9374998211860657","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9874998331069946","0.9874998331069946","0.9874998331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236"
"18000","0.9312499165534973","0.9312499165534973","0.9312499165534973","0.8999999165534973","0.8999999165534973","0.8999999165534973","0.9249998927116394","0.9249998927116394","0.9249998927116394","0.9249998927116394","0.9249998927116394","0.9249998927116394","0.9124999046325684","0.9124999046325684","0.9124999046325684","0.9812499284744263","0.9812499284744263","0.9812499284744263","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9312499165534973","0.9312499165534973","0.9312499165534973","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9499998092651367","0.9499998092651367","0.9499998092651367","0.9874998927116394","0.9874998927116394","0.9874998927116394","0.9562498927116394","0.9562498927116394","0.9562498927116394","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9624999165534973","0.9624999165534973","0.9624999165534973","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9437498450279236","0.9437498450279236","0.9437498450279236","0.9749999046325684","0.9749999046325684","0.9749999046325684","0.9812498092651367","0.9812498092651367","0.9812498092651367"
"20000","0.9312497973442078","0.9312497973442078","0.9312497973442078","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9249998331069946","0.9312497973442078","0.9312497973442078","0.9312497973442078","0.9124998450279236","0.9124998450279236","0.9124998450279236","0.9937497973442078","0.9937497973442078","0.9937497973442078","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9187498092651367","0.9187498092651367","0.9187498092651367","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9687498211860657","0.9687498211860657","0.9687498211860657","0.9812498092651367","0.9812498092651367","0.9812498092651367","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9624997973442078","0.9624997973442078","0.9624997973442078","0.9562498331069946","0.9562498331069946","0.9562498331069946","0.9749998450279236","0.9749998450279236","0.9749998450279236","0.9687498211860657","0.9687498211860657","0.9687498211860657"
